Attaching 1 probe...
13072330,10,19832
13072350,10,19832
13072350,10,19858
13072410,10,19858
13072470,10,19858
13072470,10,19997
13072490,10,24869
13072490,10,19997
13072490,11,19938
13072490,12,19889
13072490,13,19847
13072490,14,19811
13072490,15,19781
13072490,16,19755
13072490,17,19733
13072499,18,19715
13072499,19,20807
13072507,20,21765
13072510,10,24200
13072510,21,21165
13072510,22,21011
13072510,23,20874
13072510,24,20755
13072510,25,20655
13072518,28,20568
13072518,29,21477
13072518,30,22274
13072518,31,22972
13072518,32,23585
13072518,33,24121
13072518,34,24590
13072518,35,25001
13072519,36,25362
13072519,37,24678
13072519,38,24083
13072525,40,23561
13072526,42,22856
13072526,44,21997
13072526,46,21246
13072535,56,20595
13072535,58,20155
13072535,60,19769
13072535,61,19431
13072535,62,19137
13072550,64,18878
13072550,66,20531
13072550,68,21978
13072550,70,23244
13072550,72,24353
13072550,74,25214
13072550,77,25963
13072550,80,26620
13072550,83,26444
13072559,83,26161
13072559,83,27028
13072559,83,27785
13072559,83,28444
13072567,84,29022
13072567,84,29401
13072567,84,29731
13072567,85,30020
13072568,85,30274
13072568,85,28747
13072568,85,27410
13072568,85,26241
13072575,85,25219
13072575,86,25179
13072575,86,25144
13072575,86,25116
13072576,87,25090
13072576,87,25201
13072576,87,24180
13072576,87,23288
13072650,87,22507
13072650,87,31066
13072650,87,38555
13072650,88,45109
13072650,88,50849
13072650,88,55873
13072650,88,60269
13072650,88,63124
13072650,89,65624
13072659,89,67812
13072659,89,70852
13072659,89,73514
13072659,89,75714
13072659,89,77638
13072659,89,79322
13072659,90,80796
13072659,90,81230
13072659,90,81610
13072659,90,81943
13072659,90,82233
13072659,91,82488
13072659,91,82710
13072659,91,82906
13072659,91,82946
13072659,91,82982
13072659,91,83009
13072659,91,83034
13072667,92,83056
13072667,92,84049
13072667,92,78504
13072667,92,70826
13072667,92,64109
13072667,92,58231
13072667,92,53084
13072667,92,48581
13072667,92,44640
13072667,92,41192
13072667,92,38177
13072675,92,35537
13072675,93,34220
13072675,93,33069
13072675,93,32063
13072675,93,31186
13072690,93,30420
13072690,93,30493
13072690,93,30558
13072690,93,30618
13072690,93,30670
13072690,94,30717
13072690,94,30756
13072690,94,30791
13072690,94,30822
13072699,94,30848
13072699,94,31990
13072699,94,32990
13072699,94,33866
13072699,95,34633
13072699,95,35305
13072699,95,35893
13072699,95,36408
13072699,95,36858
13072699,95,37253
13072699,95,37599
13072699,95,37902
13072699,95,38167
13072699,96,38403
13072699,96,38609
13072699,96,38789
13072700,96,37972
13072700,96,37257
13072700,96,36082
13072700,97,35602
13072700,96,36630
13072700,97,35180
13072700,97,34822
13072700,97,34511
13072700,97,34240
13072715,97,33012
13072715,97,33886
13072715,97,34652
13072715,98,35321
13072715,98,35908
13072715,98,34551
13072715,98,33358
13072715,98,32315
13072715,98,31404
13072715,98,30609
13072715,98,29915
13072716,99,29309
13072716,99,28845
13072716,99,28441
13072725,99,28089
13072725,99,27790
13072725,99,27531
13072725,99,27304
13072725,99,27105
13072725,100,26931
13072725,100,26778
13072725,100,26645
13072725,100,26528
13072725,100,26425
13072725,100,26331
13072725,100,26251
13072725,100,26180
13072725,100,26120
13072725,101,26066
13072725,101,26019
13072733,101,25979
13072733,101,26925
13072733,101,27753
13072733,101,28477
13072733,101,29110
13072733,101,29664
13072733,102,30150
13072733,102,30564
13072733,102,30924
13072733,102,31237
13072733,102,29562
13072733,102,28095
13072733,102,26810
13072733,103,25688
13072733,103,24705
13072741,103,23845
13072741,103,24085
13072741,103,24294
13072741,103,24476
13072741,103,24633
13072741,104,24701
13072770,104,24769
13072770,104,27300
13072770,104,29510
13072770,104,31445
13072770,105,33139
13072770,105,34621
13072770,105,35918
13072770,105,37052
13072770,105,38044
13072779,105,38911
13072779,105,40807
13072779,106,42467
13072779,106,43918
13072779,106,45189
13072779,106,45321
13072779,106,45435
13072779,106,45535
13072779,106,45622
13072779,107,45699
13072779,107,45766
13072779,107,45832
13072779,107,45890
13072779,108,45936
13072779,108,45970
13072779,108,45009
13072779,108,44165
13072779,108,43428
13072779,109,42782
13072787,109,42208
13072787,109,39063
13072787,109,36310
13072787,109,33902
13072787,110,31796
13072787,110,29951
13072795,110,28338
13072795,110,27912
13072795,110,27540
13072795,110,27215
13072795,110,26931
13072795,111,26683
13072804,111,25331
13072804,111,25263
13072804,111,25204
13072804,111,25153
13072804,111,25109
13072804,112,25074
13072804,112,25045
13072812,112,25020
13072812,112,25983
13072812,112,26826
13072812,112,27565
13072812,112,28211
13072812,112,28771
13072812,112,29264
13072813,112,29696
13072813,112,30193
13072813,113,30628
13072813,113,31010
13072820,113,31345
13072820,113,32529
13072820,113,33567
13072820,113,34478
13072820,113,35273
13072820,114,35968
13072820,114,36578
13072821,114,37110
13072821,114,37673
13072821,114,38166
13072821,114,38597
13072821,114,38974
13072821,114,39306
13072821,114,38642
13072821,115,38062
13072821,115,37556
13072821,115,37111
13072821,115,35736
13072821,116,34532
13072821,116,33477
13072821,116,32554
13072822,116,31748
13072822,116,31141
13072822,117,30613
13072822,117,29033
13072828,117,27654
13072828,117,27182
13072828,117,26772
13072828,117,25428
13072828,118,24251
13072828,118,23220
13072831,118,22312
13072831,118,21760
13072831,118,21278
13072850,118,20856
13072850,119,21977
13072850,119,22955
13072850,119,23813
13072850,119,24564
13072850,119,25221
13072850,119,25795
13072850,119,26297
13072850,120,26641
13072859,120,26939
