Attaching 1 probe...
14632351,1400,193973
14632351,89600,385094
14632351,89600,552332
14632351,89600,698668
14632351,89600,826712
14632351,77000,938749
14632390,77000,1035808
14632391,78400,911207
14632391,79800,802307
14632391,81200,707018
14632391,82600,623641
14632391,84000,550686
14632391,85400,486850
14632400,86800,430994
14632400,88200,383245
14632400,89600,341464
14632400,91000,304906
14632400,92400,272918
14632400,93800,244928
14632400,95200,220437
14632400,96600,199007
14632400,98000,180256
14632400,99400,163849
14632400,100800,149493
14632400,102200,136932
14632400,103600,125940
14632400,105000,116323
14632400,106400,107907
14632400,107800,100544
14632400,109200,94101
14632400,110600,88463
14632400,112000,83530
14632400,113400,79214
14632400,114800,75437
14632400,114800,72133
14632400,114800,69241
14632400,114800,66711
14632400,114800,64497
14632400,114800,62560
14632400,114800,60865
14632400,114800,59382
14632400,114800,58084
14632400,114800,56949
14632400,114800,55955
14632400,114800,55086
14632400,114800,54325
14632400,114800,53659
14632400,114800,53077
14632400,114800,52567
14632400,114800,52121
14632400,114800,51731
14632400,114800,51390
14632400,114800,51091
14632400,114800,50830
14632400,114800,50601
14632416,114800,50401
14632416,114800,47351
14632416,114800,44557
14632416,114800,42112
14632424,114800,39973
14632424,114800,39102
14632424,114800,38358
14632424,114800,37707
14632424,114800,35966
14632424,114800,34441
14632432,114800,33105
14632432,114800,32933
14632432,114800,32785
14632432,114800,32653
14632432,114800,32537
14632432,114800,32437
14632432,114800,32352
14632432,114800,32277
14632432,114800,32212
14632432,114800,32154
14632433,114800,32104
14632433,114800,32175
14632433,114800,32237
14632433,114800,32293
14632433,114800,32342
14632433,114800,32385
14632433,114800,32423
14632511,114800,32459
14632511,116200,42239
14632511,116200,50797
14632511,116200,56318
14632511,117600,61149
14632511,117600,65374
14632511,117600,68109
14632511,117600,70499
14632511,117600,72592
14632536,117600,74424
14632536,117600,79120
14632536,117600,83230
14632536,117600,86830
14632536,117600,89979
14632536,117600,91737
14632536,117600,93274
14632536,117600,94618
14632536,117600,95794
14632536,117600,96823
14632536,117600,97720
14632536,117600,98505
14632536,117600,99192
14632536,117600,99793
14632536,117600,100319
14632536,119000,100666
14632536,119000,100967
14632536,119000,101231
14632536,119000,101461
14632536,119000,101663
14632560,119000,101839
14632560,119000,104959
14632560,119000,98847
14632560,119000,92585
14632560,119000,87106
14632561,119000,82313
14632561,119000,75154
14632561,119000,68890
14632561,119000,63408
14632570,119000,58612
14632570,119000,55543
14632570,119000,52859
14632570,119000,50512
14632570,119000,48458
14632570,119000,46661
14632570,119000,45089
14632570,119000,43714
14632570,119000,42513
14632570,119000,41462
14632570,119000,40543
14632570,119000,39739
14632570,120400,39035
14632570,120400,38419
14632570,120400,37880
14632570,120400,37408
14632578,120400,36995
14632578,120400,34643
14632578,120400,32584
14632578,120400,30785
14632578,120400,29212
14632578,120400,27836
14632578,120400,26632
14632578,120400,25580
14632578,120400,24660
14632578,120400,23856
14632578,120400,23154
14632578,120400,22539
14632578,120400,22002
14632578,120400,21533
14632578,120400,21124
14632578,120400,20766
14632578,120400,20454
14632587,120400,20182
14632587,120400,21018
14632595,120400,21752
14632595,120400,23395
14632596,120400,24942
14632596,120400,26166
14632596,120400,27236
14632596,120400,28178
14632603,120400,27877
14632603,120400,28476
14632603,120400,29115
14632603,120400,29674
14632603,120400,30164
14632603,120400,30592
14632603,120400,30967
14632603,120400,31292
14632604,120400,31576
14632604,120400,31826
14632605,120400,32044
14632605,121800,32364
14632605,121800,32643
14632605,121800,32888
14632605,121800,33102
14632610,121800,33289
14632612,121800,34192
14632612,121800,34130
14632612,121800,34080
14632612,121800,34034
14632612,121800,33995
14632612,121800,33960
14632612,121800,33928
14632612,121800,33901
14632612,121800,33876
14632612,121800,33855
14632612,121800,33837
14632612,121800,32740
14632614,121800,30776
14632614,121800,29299
14632614,121800,27893
14632618,121800,26659
14632628,121800,25321
14632628,121800,25169
14632628,121800,25035
14632628,121800,24918
14632628,121800,24815
14632628,121800,24725
14632628,121800,24644
14632628,121800,24445
14632635,121800,24271
14632635,121800,25100
14632635,121800,25824
14632635,121800,25720
14632645,121800,25500
14632645,123200,26447
14632645,123200,27275
14632645,123200,28000
14632645,123200,28635
14632645,123200,29190
14632645,123200,29676
14632645,123200,30101
14632645,123200,30474
14632645,123200,30800
14632645,123200,31085
14632645,123200,31333
14632645,123200,31550
14632645,123200,31739
14632645,123200,31905
14632645,123200,31811
14632645,123200,31730
14632645,123200,31660
14632653,123200,31598
14632653,123200,31901
14632653,123200,31033
14632653,123200,30271
14632653,123200,29604
14632653,123200,29019
14632653,123200,28508
14632653,123200,28061
14632653,123200,26689
14632653,123200,25488
14632668,123200,24437
14632684,123200,25509
14632684,124600,27295
14632684,124600,28854
14632684,124600,30217
14632684,124600,31410
14632684,124600,32452
14632684,124600,33365
14632684,124600,34164
14637711,14000,34164
14637731,26600,32789
14637731,29400,34074
14637731,39200,32309
14637731,42000,30768
14637731,44800,29420
14637731,47600,28242
14637731,50400,27213
14637751,53200,26313
14637751,64400,25519
14637751,67200,24829
14637751,70000,24228
14637751,72800,23704
14637751,75600,23247
14637751,78400,22848
14637751,81200,22496
14637751,84000,22190
14637760,86800,21922
14637760,89600,22790
14637760,92400,23561
14637760,95200,24241
14637760,98000,24837
14637760,100800,25360
14637760,103600,25817
14637768,106400,26218
14637770,116200,25058
14637770,116200,24407
14637780,116200,23838
14637780,116200,24475
14637780,116200,25034
14637780,117600,25519
14637780,117600,25944
14637780,117600,26314
14637780,117600,26638
14637780,117600,26920
14637780,119000,27168
14637780,119000,27385
14637780,119000,27576
14637780,119000,27743
14637780,119000,27889
14637780,119000,28017
14637780,120400,28130
14637788,120400,28228
14637788,120400,29298
14637788,120400,29132
14637788,120400,28988
14637788,120400,28852
14637788,121800,28727
14637788,121800,28618
14637788,121800,28524
14637788,121800,28441
14637788,121800,28368
14637788,121800,28304
14637788,121800,28249
14637788,123200,27228
14637788,123200,26335
14637788,123200,25554
14637788,123200,24872
14637796,123200,24276
14637796,123200,24381
14637796,123200,23338
14637796,123200,22425
14637796,123200,21625
14637796,123200,20925
14637811,123200,20313
14637811,123200,21641
14637811,123200,22807
14637811,123200,23831
14637811,123200,24727
14637811,124600,25512
14637811,124600,26198
14637811,124600,26798
14637811,124600,26341
14637820,124600,25941
14637820,124600,26712
14637820,124600,27389
14637820,124600,27984
14637820,124600,28504
14637820,124600,28959
14637820,124600,29358
14637820,124600,29706
14637820,124600,30011
14637820,124600,30278
14637820,124600,30511
14637820,126000,30716
14637820,126000,30896
14637820,126000,31052
14637820,126000,31190
14637820,126000,30319
14637820,126000,29557
14637828,126000,28890
14637828,126000,29273
14637835,126000,27736
14637835,126000,27372
14637836,126000,27055
14637836,126000,26778
14637836,126000,26536
14637836,126000,25202
14637836,126000,24033
14637836,126000,23008
14637836,126000,22111
14637844,126000,21327
14637845,126000,21755
14637845,126000,22131
14637845,126000,22461
14637845,126000,22750
14637845,126000,23003
14637853,127400,23225
14637853,127400,24424
14637853,127400,25475
14637853,127400,26395
14637853,127400,27200
14637853,127400,27905
14637853,127400,28523
14637853,127400,29152
14637853,127400,29704
14637853,127400,30187
14637861,127400,29643
14637861,127400,30051
14637861,127400,30410
14637861,127400,30725
14637861,127400,31002
14637861,127400,31246
14637862,127400,30475
14637862,127400,29921
14637862,127400,29434
14637862,127400,29008
14637862,127400,28635
14637862,127400,28309
14637862,127400,28022
14637862,127400,27774
14637862,127400,26438
14637862,127400,25268
14637862,127400,24244
14637885,127400,23453
14637885,128800,24511
14637885,128800,25437
14637885,128800,26247
14637885,128800,26957
14637890,128800,27577
14637890,128800,28853
14637890,128800,29882
14637900,128800,30782
14637900,128800,32706
14637900,128800,34392
14637900,128800,34981
14637900,128800,35496
14637900,128800,35947
14637900,128800,36341
14637900,128800,36686
14637900,128800,36987
14637900,128800,37130
14637900,128800,37259
14637900,128800,37373
14637900,128800,37472
14637900,128800,37561
14637900,128800,37639
14637900,128800,37709
14637900,128800,37770
14637900,128800,37824
14637900,128800,37872
14637900,128800,37915
14637900,128800,37847
14637931,128800,35031
14637931,130200,36406
14637931,130200,36876
14637931,130200,37291
14637931,130200,36519
14637931,130200,35843
14637931,130200,35250
14637931,130200,34730
14637931,130200,34276
14637940,130200,33879
14637940,130200,34649
14637940,130200,35324
14637940,130200,35917
14637940,130200,36436
14637940,130200,36890
14637940,130200,37284
14637940,130200,37634
14637940,130200,37940
14637940,130200,38207
14637940,130200,38442
14637940,130200,38647
14637940,130200,38827
14637940,130200,38985
14637940,130200,39123
14637940,130200,39243
14637940,130200,39349
14637940,130200,39441
14637940,130200,39521
14637940,130200,39592
14637940,130200,39654
14637940,130200,39709
14637940,130200,39757
14637940,130200,39800
14637940,130200,39839
14637940,130200,39873
14637940,130200,39903
14637940,130200,39931
14637940,130200,39956
14637940,130200,39980
14637948,130200,40002
14637956,130200,37135
14637956,130200,35613
14637956,130200,34284
14637956,130200,33124
14637956,130200,30992
14637956,130200,29124
14637956,130200,27490
14637956,130200,26062
14637956,130200,24812
14637965,130200,23716
14637965,130200,23853
14637965,130200,23976
14637965,130200,24085
14637965,130200,24181
14637965,130200,24266
14637965,130200,24341
14637965,130200,24407
14637965,130200,24467
14637965,130200,24520
14637973,130200,24568
14637973,131600,25589
14637973,131600,26484
14637973,131600,27267
14637973,131600,27954
14637973,131600,28555
14637973,131600,29098
14637973,131600,29576
14637973,131600,29997
14637973,131600,30368
14637982,131600,30692
14637982,131600,32045
14637982,131600,33231
14637982,131600,33309
14637982,131600,33379
14637982,131600,33445
14637982,131600,33503
14637982,131600,33556
14637982,131600,33603
14637982,131600,33646
14637982,131600,33683
14637982,131600,33718
14637982,131600,32744
14637982,131600,31891
14637982,131600,31142
14637982,131600,30578
14637982,131600,30086
14637982,131600,28551
14637989,131600,27203
14637989,131600,26785
14637989,131600,26417
14637989,131600,26095
14637989,131600,25814
14637989,131600,24587
14637989,131600,23513
14637989,131600,22572
14637989,131600,21731
14637989,131600,20996
14637991,131600,20349
14637991,131600,20006
14637991,131600,19822
14637997,131600,19662
14637997,131600,19087
14637997,131600,18583
14637997,131600,18141
14637997,131600,17755
14637997,131600,17412
14638011,131600,17115
14638011,131600,18593
14638011,131600,19885
14638011,131600,21018
14638011,131600,22010
14638011,131600,22877
14638011,131600,23635
14638011,131600,24206
14638011,131600,24707
14638019,131600,25147
14638020,133000,26635
14638071,133000,27939
14638071,133000,34690
14638071,133000,40599
14638071,133000,45767
14638071,133000,50288
14638071,133000,54244
14638071,133000,57706
14638080,133000,60506
14638080,133000,63312
14638080,133000,65765
14638080,133000,67911
14638080,133000,68049
14638080,133000,68171
14638080,133000,68274
14638080,133000,68365
14638080,133000,68447
14638080,133000,68519
14638080,133000,68582
14638080,134400,67536
14638080,134400,66624
14638087,134400,65827
14638095,134400,59719
14638095,134400,55362
14638095,134400,51550
14638096,134400,48217
14638096,134400,45301
14638096,134400,42751
14638096,134400,40521
14638096,134400,38570
14638096,134400,36867
14638105,134400,35379
14638105,134400,35215
14638105,134400,33962
14638105,134400,32868
14638105,134400,31912
14638105,134400,31074
14638105,134400,30342
14638105,134400,29702
14638105,134400,29141
14638105,134400,28651
14638105,134400,28223
14638105,134400,27846
14638105,134400,27518
14638105,134400,27233
14638105,134400,26991
14638105,134400,26780
14638105,134400,26595
14638105,134400,26434
14638113,134400,26292
14638113,134400,27127
14638113,134400,27857
14638113,134400,28495
14638113,134400,29055
14638113,134400,29544
14638113,134400,29973
14638113,134400,30347
14638113,134400,30675
14638113,134400,30963
14638113,134400,31211
14638113,134400,31430
14638113,134400,31622
14638113,134400,30824
14638113,134400,30126
14638113,134400,29520
14638113,134400,28991
14638113,134400,28529
14638113,134400,28129
14638113,134400,27841
14638113,134400,27590
14638113,134400,27374
14638121,134400,26189
14638121,134400,26045
14638121,134400,25919
14638121,134400,25810
14638121,134400,25716
14638121,134400,25635
14638121,134400,25560
14638121,134400,24359
14638121,134400,23306
14638121,134400,22385
14638121,134400,21584
14638121,134400,20882
14638129,134400,20270
14638129,134400,20712
14638129,134400,21098
14638129,134400,21425
14638129,134400,21711
14638151,134400,21960
14638151,135800,23968
14638151,135800,25726
14638151,135800,27267
14638151,135800,28611
14638151,135800,29788
14638151,135800,30819
14638151,135800,31718
14638151,135800,32506
14638160,135800,33192
14638160,135800,34895
14638160,135800,36385
14638160,135800,37687
14638160,135800,38764
14638160,135800,39707
14638160,135800,39636
14638160,135800,39571
14638160,135800,39509
14638160,135800,39454
14638160,135800,39404
14638160,135800,39358
14638160,135800,38331
14638160,135800,37435
14638160,135800,36651
14638168,135800,35968
14638168,135800,33596
14638168,135800,31522
14638168,135800,29709
14638168,135800,28120
14638176,135800,26731
14638176,135800,26501
14638176,135800,26301
14638176,135800,26127
14638176,135800,25976
14638176,135800,25843
14638176,135800,24622
14638176,135800,23552
14638176,135800,22616
14638185,135800,21797
14638185,135800,22189
14638185,135800,22535
14638185,135800,22838
14638185,135800,23105
14638185,135800,23338
14638185,135800,23543
14638185,135800,23725
14638185,135800,23886
14638185,135800,24039
14638185,135800,24176
14638193,135800,24296
14638193,137200,25372
14638193,137200,26314
14638193,137200,27141
14638193,137200,27866
14638193,137200,28501
14638193,137200,29056
14638193,137200,29542
14638193,137200,29968
14638193,137200,30342
14638193,137200,30667
14638194,137200,30952
14638194,137200,31298
14638194,137200,31603
14638194,137200,30893
14638194,137200,30270
14638201,137200,29728
14638201,137200,30128
14638201,137200,30479
14638201,137200,29797
14638201,137200,29197
14638201,137200,28675
14638201,137200,28218
14638201,137200,27817
14638201,137200,27468
14638201,137200,26053
14638201,137200,24815
14638201,137200,23731
14638202,137200,22867
14638202,137200,22097
14638209,137200,21421
14638209,137200,20738
14638209,137200,20140
14638209,137200,19615
14638209,137200,19156
14638231,137200,18759
14638231,137200,21148
14638231,137200,23238
14638231,137200,25068
14638231,137200,26571
14638231,137200,27885
14638231,137200,29037
14638231,137200,30046
14638231,137200,30923
14638240,137200,30816
14638240,138600,31833
14638240,138600,32720
14638240,138600,33495
14638240,138600,34170
14638240,138600,34759
14638240,138600,35272
14638240,138600,35719
14638240,138600,36026
14638240,138600,36295
14638240,138600,36533
14638240,138600,35863
14638240,138600,35277
14638240,138600,34765
14638248,138600,34322
14638248,138600,32155
14638248,138600,30261
14638248,138600,28601
14638256,138600,27148
14638256,138600,26879
14638256,138600,26644
14638256,138600,26440
14638256,138600,26259
14638256,138600,26102
14638256,138600,25966
14638256,138600,24733
14638256,138600,23655
14638265,138600,22715
14638265,138600,22996
14638265,138600,23242
14638265,138600,23458
14638265,138600,23647
14638265,138600,23811
14638265,138600,23953
14638265,138600,24089
14638273,138600,24209
14638273,138600,25295
14638273,138600,26247
14638273,138600,27077
14638273,138600,27799
14638273,138600,28432
14638273,138600,28984
14638273,138600,29474
14638273,138600,29903
14638274,138600,30377
14638274,138600,30789
14638274,138600,30184
14638274,138600,29652
14638281,138600,29187
14638281,138600,29668
14638281,138600,30090
14638281,138600,29453
14638281,138600,28895
14638281,138600,28404
14638281,138600,27974
14638281,138600,27597
14638281,138600,27276
14643311,14000,27276
14643331,26600,27248
14643331,29400,29726
14643331,39200,28525
14643331,42000,27477
14643331,44800,26561
14643331,47600,25762
14643331,50400,25065
14643371,53200,24456
14643371,64400,26385
14643371,67200,28074
14643371,70000,29554
14643371,72800,30850
14643371,75600,31985
14643371,78400,32979
14643371,81200,33847
14643371,84000,34607
14643380,86800,35273
14643380,89600,36957
14643380,92400,38431
14643380,95200,39721
14643380,98000,40851
14643380,100800,41839
14643380,103600,42705
14643388,106400,43466
14643411,116200,40156
14643411,117600,40128
14643411,117600,40106
14643411,119000,40087
14643411,119000,40073
14643411,120400,40061
14643411,120400,40054
14643411,121800,40047
14643411,121800,40050
14643420,123200,40052
14643420,123200,41167
14643420,123200,42143
14643420,124600,42998
14643420,124600,43749
14643420,124600,44408
14643420,126000,44988
14643420,126000,45506
14643420,126000,45958
14643420,127400,46355
14643420,127400,46702
14643420,127400,47008
14643420,128800,46178
14643420,128800,45454
14643420,128800,44823
14643420,130200,44275
14643420,130200,43797
14643420,130200,43382
14643420,131600,43021
14643420,131600,42708
14643420,131600,42437
14643420,133000,42203
14643420,133000,42000
14643420,133000,41827
14643420,134400,41674
14643420,134400,41544
14643420,134400,40436
14643420,135800,39469
14643420,135800,38627
14643420,135800,37894
14643420,137200,37255
14643420,137200,36700
14643436,137200,36218
14643444,137200,37693
14643444,137200,37099
14643444,137200,36576
14643444,137200,36128
14643444,137200,35736
14643444,137200,35396
14643444,137200,35088
14643444,137200,34820
14643444,137200,33477
14643451,137200,32311
14643452,138600,32250
14643452,138600,32201
14643452,138600,32164
14643452,138600,32130
14643452,138600,32098
14643452,138600,32061
14643452,138600,32028
14643452,138600,32003
14643453,138600,31986
14643453,138600,32079
14643453,138600,32159
14643453,138600,32232
14643453,138600,32297
14643453,138600,32354
14643453,138600,32404
14643453,138600,32446
14643453,138600,32485
14643453,138600,32519
14643453,138600,32555
14643453,138600,32585
14643453,138600,32613
14643453,138600,32636
14643453,138600,32658
14643453,138600,32677
14643453,140000,32694
14643453,140000,32712
